Trägerschaft,Name Einrichtung,Einrichtungsart,Straße,Haus-nr.,Hausnummernzusatz,PLZ,Ort,Stadtbezirk Name,Stadtbezirknr.,Geokoordinaten Breite,Geokoordinaten Länge,ID Einrichtung
LHM,Kindergarten Pappelallee 23,KINDERGARTEN,Pappelallee,23,,80995,München,Feldmoching-Hasenbergl,24,48.20036,11.51244,19783
LHM,Kindergarten Thelottstr. 18,KINDERGARTEN,Thelottstr.,18,,80933,München,Feldmoching-Hasenbergl,24,48.223014,11.563292,20271
LHM,Kooperative Ganztagsbildung Eduard-Spranger-Str. 15,TAGESHEIM,Eduard-Spranger-Straße,15,,80935,München,Feldmoching-Hasenbergl,24,48.20612759,11.54918212,82318
LHM,Kooperative Ganztagsbildung Thelottstraße 20,TAGESHEIM,Thelottstraße,20,,80933,München,Feldmoching-Hasenbergl,24,48.22390068,11.56241438,54881
Freier Träger,Bauernhofkita,HAUS_FUER_KINDER,Göttnerstr.,12,,80995,München,Feldmoching-Hasenbergl,24,48.21525,11.52195,1024
Freier Träger,Caritas  Fortnerstr. 11,HAUS_FUER_KINDER,Fortnerstr.,11,,80933,München,Feldmoching-Hasenbergl,24,48.22120624,11.55982831,22006
Freier Träger,Caritas Kinderhaus Ludwigsfeld,HAUS_FUER_KINDER,Diamantstr.,10,,80995,München,Feldmoching-Hasenbergl,24,48.213888,11.488838,5410
Freier Träger,Denk Mit! HfK Schleißheimer Str. 501,HAUS_FUER_KINDER,Schleißheimer Straße,501,,80933,München,Feldmoching-Hasenbergl,24,,,121089
Freier Träger,Die Clubmäuse,HAUS_FUER_KINDER,Wintersteinstr.,35,,80933,München,Feldmoching-Hasenbergl,24,48.222848,11.556861,5458
Freier Träger,Die Regenbogenkinder e. V.,KINDERKRIPPE,Josef-Frankl-Str.,35,,80995,München,Feldmoching-Hasenbergl,24,48.21465,11.53352,1118
Freier Träger,Espira Feldmoching,HAUS_FUER_KINDER,Dülferstr.,32,,80933,München,Feldmoching-Hasenbergl,24,48.214169,11.550726,5420
Freier Träger,Evangelischer Kindergarten Feldmoching,KINDERGARTEN,Paul-Preuß-Str.,26,,80995,München,Feldmoching-Hasenbergl,24,48.21795,11.540917,1140
Freier Träger,Evang. Kinderkrippe Feldmoching der Inneren Mission München,KINDERKRIPPE,Josef-Frankl-Str.,47,c,80995,München,Feldmoching-Hasenbergl,24,48.215146,11.531056,5424
Freier Träger,Ev. Kindergarten Feldmoching,KINDERGARTEN,Paul-Preuß-Straße,26,,80995,München,Feldmoching-Hasenbergl,24,48.21702581,11.54066995,125739
Freier Träger,Ev. Kinderkrippe Feldmoching der Diakonie München und Oberbayern,KINDERKRIPPE,Josef-Frankl-Straße,47,c,80995,München,Feldmoching-Hasenbergl,24,48.21461562,11.53108811,125713
Freier Träger,Haus für Kinder Labokala,HAUS_FUER_KINDER,Steinbergerstr.,1,,80995,München,Feldmoching-Hasenbergl,24,48.216606,11.544602,5432
Freier Träger,Haus für Kinder St. Agnes,HAUS_FUER_KINDER,Adlerfarnstr.,3,,80935,München,Feldmoching-Hasenbergl,24,48.1958187,11.548996,1184
Freier Träger,HfK Max-Müllner-Str. 14,HAUS_FUER_KINDER,Max-Müllner-Straße,14,,80933,München,Feldmoching-Hasenbergl,24,48.21057676,11.55926432,105138
Freier Träger,Himmelsschlüsselstrasse 1,KINDERKRIPPE,Himmelschlüsselstraße,1,,80995,München,Feldmoching-Hasenbergl,24,48.19466633,11.53410764,105150
Freier Träger,International Kids Campus,HAUS_FUER_KINDER,Lerchenauer Str.,197,,80935,München,Feldmoching-Hasenbergl,24,48.197037,11.545447,5272
Freier Träger,Joki Lerchenau,HAUS_FUER_KINDER,Lerchenauer Str.,162,,80935,München,Feldmoching-Hasenbergl,24,48.192682,11.548184,5222
Freier Träger,JULchen Feldmoching-Hasenbergl,KINDERKRIPPE,Hardenstr.,18,,80935,München,Feldmoching-Hasenbergl,24,48.2065419,11.5588688,1250
Freier Träger,Kath. Kindergarten St. Johannes Evangelist,KINDERGARTEN,Gustav-Schiefer-Str.,27,,80995,München,Feldmoching-Hasenbergl,24,48.198362,11.53302,5282
Freier Träger,Kindergarten St. Josef,KINDERGARTEN,Josef-Zintl-Str.,33,,80995,München,Feldmoching-Hasenbergl,24,48.2148036,11.5306013,1088
Freier Träger,Kindergarten St. Matthäus,HAUS_FUER_KINDER,Eduard-Spranger-Str.,44,,80935,München,Feldmoching-Hasenbergl,24,48.20765,11.550581,1196
Freier Träger,Kindergarten und Hort Löwenzahn,HAUS_FUER_KINDER,Blaukissenweg,4,,80995,München,Feldmoching-Hasenbergl,24,48.194988,11.520411,5258
Freier Träger,Kinderkrippe Mamaliye,KINDERKRIPPE,Thelottstr.,33,,80933,München,Feldmoching-Hasenbergl,24,48.22229,11.56307,5454
Freier Träger,Kita Luna Fasanerie,HAUS_FUER_KINDER,Tollkirschenweg,8,,80995,München,Feldmoching-Hasenbergl,24,48.196617,11.522581,1034
Freier Träger,Kita Luna Feldmoching,HAUS_FUER_KINDER,Feldmochinger Str.,367,,80995,München,Feldmoching-Hasenbergl,24,48.21196,11.52844,1084
Freier Träger,Kitz Stösserstraße,HAUS_FUER_KINDER,Stösserstr.,14,,80933,München,Feldmoching-Hasenbergl,24,48.22145,11.55646,5448
Freier Träger,KoGa Waldmeisterstraße 38,HORT,waldmeister,38,,80935,München,Feldmoching-Hasenbergl,24,,,9087
Freier Träger,KoRi Schneckenstein,HAUS_FUER_KINDER,Riemerschmidstr.,69,,80933,München,Feldmoching-Hasenbergl,24,48.21271,11.55316,5396
Freier Träger,Lerchennest e.V.,HAUS_FUER_KINDER,Weitlstraße,45,a,80935,München,Feldmoching-Hasenbergl,24,48.20825655,11.55903623,42332
Freier Träger,Lichtblick Hasenbergl,HAUS_FUER_KINDER,Am Frauenholz,10,,80933,München,Feldmoching-Hasenbergl,24,48.22312,11.56094,5470
Freier Träger,"Ludwig-Beck-Str. 10, HfK",HAUS_FUER_KINDER,Ludwig-Beck-Str.,10,,80995,München,Feldmoching-Hasenbergl,24,,,21546
Freier Träger,Naturkindergarten Fasanerie e.V.,KINDERGARTEN,Trollblumenstr.,61,,80995,München,Feldmoching-Hasenbergl,24,48.198106,11.524063,5278
Freier Träger,Spielwiese Kunterbunt,KINDERKRIPPE,Auf den Schrederwiesen,71,C,80995,München,Feldmoching-Hasenbergl,24,48.206054,11.491418,5346
Freier Träger,Springmäuse e.V.,HAUS_FUER_KINDER,Herbergstr.,70,,80995,München,Feldmoching-Hasenbergl,24,48.216246,11.545814,5428
Freier Träger,Villa Kunterbunt Fasanerie,KINDERKRIPPE,Leberblümchenstr.,20,,80995,München,Feldmoching-Hasenbergl,24,48.196469,11.525538,5268
Freier Träger,Wichtelstube Lerchenau,KINDERKRIPPE,Irisstraße,1,,80935,München,Feldmoching-Hasenbergl,24,48.19697867,11.54585215,40006
LHM,Haus für Kinder Blumenauer Str. 9,HAUS_FUER_KINDER,Blumenauer Str.,9,,80689,München,Hadern,20,48.127,11.47418,18741
LHM,Haus für Kinder Guardinistr. 58,HAUS_FUER_KINDER,Guardinistr.,58,,81375,München,Hadern,20,48.11803,11.49369,19125
LHM,Haus für Kinder Waldwiesenstr. 27,HAUS_FUER_KINDER,Waldwiesenstr.,27,,81375,München,Hadern,20,48.119623,11.478478,20423
LHM,Hort Canisiusplatz 2,HORT,Canisiusplatz,2,,81377,München,Hadern,20,48.11377194,11.48072202,96586
LHM,Hort Menaristr. 7,HORT,Menaristr.,7,,80689,München,Hadern,20,48.12719703,11.49397163,26740
LHM,Kindergarten Am Hedernfeld 42,KINDERGARTEN,Am Hedernfeld,42,,81375,München,Hadern,20,48.1208,11.46927,18585
LHM,Kindergarten Großhaderner Str. 52A,KINDERGARTEN,Großhaderner Str.,52,a,81375,München,Hadern,20,48.1211184,11.4860576,19117
LHM,Kindergarten Heiglhofstr. 68,KINDERGARTEN,Heiglhofstr.,68,,81377,München,Hadern,20,48.10686,11.47652,19209
LHM,Kindergarten Ludwig-Wörl-Weg 44,KINDERGARTEN,Ludwig-Wörl-Weg,44,,81375,München,Hadern,20,48.11985,11.46944,19573
LHM,Kindergarten Menaristr. 1,KINDERGARTEN,Menaristr.,1,,80689,München,Hadern,20,48.1282148,11.4936981,19659
LHM,Kindergarten Prälat-Wellenhofer-Str. 32,KINDERGARTEN,Prälat-Wellenhofer-Str.,32,,81377,München,Hadern,20,48.10792,11.47186,19859
LHM,Kinderkrippe Violenstr. 4,KINDERKRIPPE,Violenstr.,4,,80689,München,Hadern,20,48.12542,11.48834,20387
LHM,Kooperative Ganztagsbildung Hedernfeld,TAGESHEIM,Am Hedernfeld,42,,81375,München,Hadern,20,48.12065692,11.46906318,39363
LHM,Kooperative Ganztagsbildung Menaristr. 7,HORT,Menaristr.,7,,80689,München,Hadern,20,48.12719703,11.49397163,26744
LHM,TH Canisiusplatz 2,TAGESHEIM,Canisiuspl.,2,,81377,München,Hadern,20,48.11377194,11.48072202,16500
LHM,TH Großhaderner Straße,TAGESHEIM,Großhaderner Straße,50,,81375,München,Hadern,20,48.12150596,11.48295921,16425
Freier Träger,Bambini Krippe am Stoppelfeld,KINDERKRIPPE,Gräfelfinger Str.,133,f,81375,München,Hadern,20,48.11637559,11.47345483,15514
Freier Träger,Caritas Kinderhaus Ellen Ammann,HAUS_FUER_KINDER,Großhaderner Str.,34,,81375,München,Hadern,20,48.11953,11.48084,2564
Freier Träger,Gittnergarten an der Windeckstraße,KINDERGARTEN,Windeckstr.,36,,81375,München,Hadern,20,48.11437119,11.49019175,30463
Freier Träger,Haus für Kinder Stiftsbogen,HAUS_FUER_KINDER,Stiftsbogen,58,,81375,München,Hadern,20,48.120618,11.492443,2596
Freier Träger,Infanterix Blumenau,KINDERKRIPPE,Terofalstr.,25,,80689,München,Hadern,20,48.12493,11.4757,890
Freier Träger,Integrationskindergarten Spielkiste Blumenau e.V.,KINDERGARTEN,Senftenauerstr.,185,,80689,München,Hadern,20,48.128366,11.474992,2982
Freier Träger,"Katholisches Kinderhaus Fronleichnam - ""Himmelsstürmer""",HAUS_FUER_KINDER,Veilchenstr.,18,,80689,München,Hadern,20,48.129404,11.484268,3048
Freier Träger,Kindergarten Erscheinung des Herrn,KINDERGARTEN,Blumenauer Str.,7,,80689,München,Hadern,20,48.127144,11.475474,2920
Freier Träger,Kindergarten St. Ignatius,KINDERGARTEN,Guardinistraße,83,,81375,München,Hadern,20,48.11791968,11.49023229,50453
Freier Träger,Kinderkrippe Kinderstern,KINDERKRIPPE,Marchioninistr.,15,,81377,München,Hadern,20,48.111443,11.474887,882
Freier Träger,Kinderkrippe Kinderwelt,KINDERKRIPPE,Marchioninistr.,15,,81377,München,Hadern,20,48.111884,11.475309,2316
Freier Träger,Kinderkrippe Marchioninistraße,KINDERKRIPPE,Marchioninistr.,1,,81377,München,Hadern,20,48.113176,11.478027,900
Freier Träger,Kinderkrippe petitini Ludlstraße,KINDERKRIPPE,Ludlstr.,53,,80689,München,Hadern,20,,,796
Freier Träger,Kitabunt Großhadern,HAUS_FUER_KINDER,Sauerbruchstraße,25,,81377,München,Hadern,20,48.1127979,11.47715632,105893
Freier Träger,Kita Milchstrasse Hadern (MDM Kinderbetreuung GmbH),HAUS_FUER_KINDER,Gelbhofstr.,6,,81375,München,Hadern,20,48.122388,11.47601,894
Freier Träger,Kitarino Senftenauerstraße 11,HAUS_FUER_KINDER,Senftenauerstraße,11,,80689,München,Hadern,20,,,36150
Freier Träger,Kitarino Senftenauerstraße 17,HAUS_FUER_KINDER,Senftenauerstraße,17,,80689,München,Hadern,20,,,36606
Freier Träger,Kooperationseinrichtung Sonnenfänger,HAUS_FUER_KINDER,Prälat-Wellenhofer-Str.,5,,81377,München,Hadern,20,,,2180
Freier Träger,Kukita Großhadern GmbH & Co KG,KINDERKRIPPE,Heiglhofstr.,5,,81377,München,Hadern,20,48.1140696,11.47934,904
Freier Träger,Montessori-Integrationskindergarten,KINDERGARTEN,Heiglhofstr.,63,,81377,München,Hadern,20,48.108081,11.477403,2202
Freier Träger,Petitini Kinderkrippe,KINDERKRIPPE,Sauerbruchstr.,8,,81377,München,Hadern,20,48.113993,11.476841,2370
Freier Träger,Privater Gittnergarten,KINDERGARTEN,Neufriedenheimer Str.,79,,81375,München,Hadern,20,48.113374,11.50095,2354
Freier Träger,Schulpiraten e.V.,HORT,Heiglhofstr.,5,,81377,München,Hadern,20,48.113923,11.478692,2364
Freier Träger,Sportkita Wirbelwind,HAUS_FUER_KINDER,Stiftsbogen,56,,81375,München,Hadern,20,48.120618,11.492942,2600
Freier Träger,Uni-Küken,KINDERKRIPPE,Schröfelhofstr.,16,,81375,München,Hadern,20,48.123495,11.49438,2716
Freier Träger,Waldorfhaus für Kinder Großhadern,HAUS_FUER_KINDER,Waldgartenstr.,82,,81377,München,Hadern,20,48.103858,11.482698,2078
Freier Träger,Waldorfkinderhaus Pasing in der Blumenau,HAUS_FUER_KINDER,Lobelienweg,41,,80689,München,Hadern,20,48.129883,11.473528,3104
Freier Träger,Wichtel Akademie Großhadern,HAUS_FUER_KINDER,Stiftsbogen,158,a,81375,München,Hadern,20,48.119839,11.484266,2572
Freier Träger,Wichtel Akademie Hadern,HAUS_FUER_KINDER,Guardinistr.,33,,81375,München,Hadern,20,48.11621,11.497308,2440
LHM,Haus für Kinder Brantstr. 10,HAUS_FUER_KINDER,Brantstr.,10,,80686,München,Laim,25,48.1371947,11.5148097,18761
LHM,Haus für Kinder Brantstr. 9,HAUS_FUER_KINDER,Brantstr.,9,,80687,München,Laim,25,48.1372302,11.5152248,18765
LHM,Haus für Kinder Camerloherstr. 108,HAUS_FUER_KINDER,Camerloherstr.,108,,80689,München,Laim,25,48.1345,11.49405,18785
LHM,Haus für Kinder Hans-Thonauer-Str. 10,HAUS_FUER_KINDER,Hans-Thonauer-Str.,10,,80686,München,Laim,25,48.13382972,11.51670352,19185
LHM,Haus für Kinder Hogenbergstr. 33,HAUS_FUER_KINDER,Hogenbergstr.,33,,80686,München,Laim,25,48.13645,11.50471,19305
LHM,Haus für Kinder Riegerhofweg 5,HAUS_FUER_KINDER,Riegerhofweg,5,,80686,München,Laim,25,48.13881,11.50046,19947
LHM,Hort Droste-Hülshoff-Str. 3,HORT,Droste-Hülshoff-Str.,3,,80686,München,Laim,25,48.12776,11.51065,18877
LHM,Kindergarten Droste-Hülshoff-Str. 1,KINDERGARTEN,Droste-Hülshoff-Str.,1,,80686,München,Laim,25,48.12749,11.51179,18873
LHM,Kindergarten Mathunistr. 4,KINDERGARTEN,Mathunistr.,4,,80686,München,Laim,25,48.13865,11.50234,19629
LHM,Kindergarten Raublinger Str. 11,KINDERGARTEN,Raublinger Str.,11,,80686,München,Laim,25,48.12848,11.51191,19907
LHM,Kinderkrippe Mathunistr. 6,KINDERKRIPPE,Mathunistr.,6,,80686,München,Laim,25,48.13872,11.50184,19633
LHM,Kooperative Ganztagsbildung Von-der-Pfordten-Str. 80,HORT,Von-der-Pfordten-Str.,80,,80689,München,Laim,25,48.13482,11.49485,20395
Freier Träger,Die Bärchen e.V.,HAUS_FUER_KINDER,Flintsbacher Str.,6,,80686,München,Laim,25,48.128886,11.513449,3006
Freier Träger,Die Klötzchen e.V.,HAUS_FUER_KINDER,Johannes-Scharrer-Str.,2,,80686,München,Laim,25,48.137311,11.492787,3462
Freier Träger,Die Münchener Kindl Kinderkrippen und Kindergarten,HAUS_FUER_KINDER,Landsberger Str.,155,,80687,München,Laim,25,48.140361,11.52562,1046
Freier Träger,Drachenburg e.V.,HAUS_FUER_KINDER,Aindorferstr.,105,,80689,München,Laim,25,48.131681,11.498126,3180
Freier Träger,Drachenei e.V.,HAUS_FUER_KINDER,Saherrstr.,62,,80689,München,Laim,25,48.12938,11.495482,3042
Freier Träger,Elly & Stoffl Laim I,HAUS_FUER_KINDER,Elsenheimerstr.,13,,80687,München,Laim,25,48.139581,11.519274,3584
Freier Träger,Elly & Stoffl Laim II,KINDERGARTEN,Elsenheimerstr.,11,,80687,München,Laim,25,48.1399121,11.5192066,1000
Freier Träger,Evangelisches Haus für Kinder Laim,HAUS_FUER_KINDER,Haslangstr.,46,,80689,München,Laim,25,48.129506,11.493498,920
Freier Träger,Ev. Haus für Kinder Laim,HAUS_FUER_KINDER,Haslangstraße,46,,80689,München,Laim,25,48.1294867,11.49340957,125697
Freier Träger,Haus für Kinder Zschokkestrasse,HAUS_FUER_KINDER,Zschokkestraße,32,,80687,München,Laim,25,48.13530068,11.51915565,45487
Freier Träger,Inklusiver kooperativer Ganztag an der Grundschule Schrobenhausener Str.,HORT,Schrobenhausenerstr.,17,,80686,München,Laim,25,48.137397,11.512028,3472
Freier Träger,Integrationskindergarten Sonnenhaus,KINDERGARTEN,Fröbelpl.,4,,80686,München,Laim,25,48.139379,11.506994,3576
Freier Träger,Isarkids Kinderkrippe F39,KINDERKRIPPE,Fürstenrieder Str.,39,,80686,München,Laim,25,48.138456,11.503347,946
Freier Träger,Kath. Kindergarten u. Hort St. Ulrich,HAUS_FUER_KINDER,Perhamerstr.,17,,80687,München,Laim,25,48.141664,11.499099,932
Freier Träger,Kindergarten 12 Apostel,KINDERGARTEN,Schrobenhausener Str.,3,,80686,München,Laim,25,48.138293,11.512466,3540
Freier Träger,Kinderhaus Laim,HAUS_FUER_KINDER,Veit-Stoß-Str.,98,,80687,München,Laim,25,48.141261,11.50351,3640
Freier Träger,Kinderkrippe Friedenheimer Straße,KINDERKRIPPE,Friedenheimer Str.,77,,81543,München,Laim,25,48.135454,11.509798,3394
Freier Träger,Kinderkrippe Kiddie Corner,KINDERKRIPPE,Schäufeleinstr.,18,,80687,München,Laim,25,48.140312,11.515948,3616
Freier Träger,Kindertagesstätte Zu den heiligen zwölf Aposteln,HAUS_FUER_KINDER,Agnes-Bernauer-Str.,37,,80687,München,Laim,25,48.139015,11.512945,3562
Freier Träger,Laimer Schlümpfe e.V.,HAUS_FUER_KINDER,Schäufeleinstr.,35,,80687,München,Laim,25,48.140652,11.512437,3624
Freier Träger,Laimer Spielmäuse e.V.,HAUS_FUER_KINDER,Rappstr.,1,,80687,München,Laim,25,48.141537,11.49228,3650
Freier Träger,Laimer Strolche e.V.,HAUS_FUER_KINDER,Heinrich-Heine-Str.,5,,80686,München,Laim,25,48.134278,11.510932,3334
Freier Träger,Manuelita,KINDERGARTEN,Elsenheimerstr.,6,,80687,München,Laim,25,48.14050259,11.51815525,11160
Freier Träger,Montessori-Kinderhaus München-West,KINDERGARTEN,Agnes-Bernauer-Platz,8,,80687,München,Laim,25,48.140085,11.496955,3608
Freier Träger,petitini Kinderkrippe Laim,KINDERKRIPPE,Fürstenrieder Str.,6,a,80687,München,Laim,25,48.14230362,11.50289383,9755
Freier Träger,Rudolf-Steiner-Kindergarten II,HAUS_FUER_KINDER,Camerloherstr.,54,,80686,München,Laim,25,48.133156,11.503688,3270
Freier Träger,Topolinos e.V. (Hort),HAUS_FUER_KINDER,Valpichlerstr.,70,,80686,München,Laim,25,48.137393,11.501425,3468
Freier Träger,Villa Bloom - Internationaler Kindergarten- und Krippe,KINDERGARTEN,Perhamerstraße,49,,80687,München,Laim,25,48.14177352,11.49596149,96222
Freier Träger,Villa Sonnenschein e.V.,HAUS_FUER_KINDER,Von-der-Pfordten-Str.,1,,80687,München,Laim,25,48.143397,11.496788,3714
Freier Träger,Wichtelakademie München - Laim,HAUS_FUER_KINDER,Elsenheimerstr.,45,,80687,München,Laim,25,48.1373681,11.5225768,1028
Freier Träger,Xundi,HAUS_FUER_KINDER,Elsenheimerstr.,43,,80687,München,Laim,25,48.137566,11.521982,3494
LHM,Haus für Kinder Corneliusstr. 17A,HAUS_FUER_KINDER,Corneliusstr.,17,a,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.131163,11.5769215,18817
LHM,Haus für Kinder Klenzestr. 46A,HAUS_FUER_KINDER,Klenzestr.,46,a,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.13033,11.57358,19481
LHM,Haus für Kinder Müllerstr. 5,HAUS_FUER_KINDER,Müllerstr.,5,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.13212,11.57374,19675
LHM,Haus für Kinder Ruppertstr. 1,HAUS_FUER_KINDER,Ruppertstr.,1,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.1230401,11.5520727,20019
LHM,Haus für Kinder Schwanthalerstr. 89,HAUS_FUER_KINDER,Schwanthalerstr.,89,,80336,München,Ludwigvorstadt-Isarvorstadt,2,48.13733,11.55242,20145
LHM,Haus für Kinder Stielerstr. 6,HAUS_FUER_KINDER,Stielerstr.,6,,80336,München,Ludwigvorstadt-Isarvorstadt,2,48.12745,11.5519,20219
LHM,Hort Tumblingerstr. 6,HORT,Tumblingerstr.,6,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.12765,11.56041,20347
LHM,Kindergarten Auenstr. 17,KINDERGARTEN,Auenstr.,17,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.125079,11.569941,18649
LHM,Kindergarten Pestalozzistr. 52A,KINDERGARTEN,Pestalozzistr.,52,a,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.1279878,11.5671682,19819
LHM,Kindergarten Pestalozzistr. 58,KINDERGARTEN,Pestalozzistr.,58,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.12741,11.5667,19823
LHM,Kindergarten Ruppertstr. 9,KINDERGARTEN,Ruppertstr.,9,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.12354428,11.55244556,20027
LHM,Kindergarten Tumblingerstr. 4,KINDERGARTEN,Tumblingerstr.,4,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.12799,11.56124,20343
LHM,Kinderkrippe Baaderstraße 9,KINDERKRIPPE,Baaderstr.,9,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.13238,11.58055,18657
LHM,Kinderkrippe Körnerstr. 1,KINDERKRIPPE,Körnerstr.,1,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.12574,11.56951,19509
Freier Träger,AWO- Kindergarten Baumstraße,KINDERGARTEN,Baumstr.,18,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.126217,11.569212,2880
Freier Träger,AWO Kinderkrippe EPA,KINDERKRIPPE,Bob-van-Benthem-Platz,1,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.1307447,11.5785981,1338
Freier Träger,Bubbles e.V.,HAUS_FUER_KINDER,Zenettistr.,38,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.125577,11.554077,2848
Freier Träger,Denk mit Kita München Schwanthalerhöhe,KINDERKRIPPE,Bayerstr.,85,,80335,München,Ludwigvorstadt-Isarvorstadt,2,48.138972,11.552485,1224
Freier Träger,Die Bärenkinder e.V.,HAUS_FUER_KINDER,Holzstr.,17,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.129929,11.567878,3108
Freier Träger,Die großen Rabauken,KINDERGARTEN,Neureutherstr.,16,,80799,München,Ludwigvorstadt-Isarvorstadt,2,,,7528
Freier Träger,Die Isarkiesel e.V.,HAUS_FUER_KINDER,Dreimühlenstr.,5,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.122219,11.561778,2650
Freier Träger,Die kleinen Strolche e.V.,HAUS_FUER_KINDER,Dreimühlenstr.,23,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.12082,11.559696,2610
Freier Träger,Die Tanzbären e.V.,HAUS_FUER_KINDER,Dreimühlenstr.,4,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.1225872,11.5621158,1264
Freier Träger,Elf Freunde e.V.,HAUS_FUER_KINDER,Westermühlstr.,28,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.127472,11.571593,2956
Freier Träger,Elterninitiative Isarvorstadt e.V.,KINDERGARTEN,Thalkirchner Str.,80,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.1259201,11.5601208,1258
Freier Träger,Fischstäbchen e.V.,HAUS_FUER_KINDER,Klenzestr.,88,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.125676,11.570401,2852
Freier Träger,Happy Honey Kidsclub,HAUS_FUER_KINDER,Landwehrstr.,64,A,80336,München,Ludwigvorstadt-Isarvorstadt,2,48.136386,11.554862,3440
Freier Träger,Haus für Kinder Poccistraße,HAUS_FUER_KINDER,Poccistr.,3,,80336,München,Ludwigvorstadt-Isarvorstadt,2,48.125575,11.548927,2844
Freier Träger,HfK St.-Pauls-Viertel,HAUS_FUER_KINDER,Schwanthalerstr.,69,,80336,München,Ludwigvorstadt-Isarvorstadt,2,48.137339,11.555298,1234
Freier Träger,Isarbande e.V.,HAUS_FUER_KINDER,Klenzestr.,2,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.133629,11.579188,3322
Freier Träger,Isarkinder München e. V. Kinderkrippe Baaderstraße 86,KINDERKRIPPE,Baaderstraße,86,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.12825483,11.57434809,100888
Freier Träger,Isarkindl e.V.,HAUS_FUER_KINDER,Auenstr.,29,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.123742,11.567158,2728
Freier Träger,Isarkrabben e.V.,HAUS_FUER_KINDER,Fraunhoferstr.,8,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.130809,11.572208,3138
Freier Träger,Isarkrokodile e.V.,HORT,Zenettistr.,20,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.124327,11.556227,2770
Freier Träger,Kapuzinerstrasse ServusKids,KINDERGARTEN,Kapuzinerstr.,25,c,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.12640857,11.55976331,14400
Freier Träger,Kindergarten St. Andreas,KINDERGARTEN,Adlzreiterstr.,20,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.126272,11.555477,2886
Freier Träger,Kindergruppe Baaderstraße e.V.,HAUS_FUER_KINDER,Baaderstr.,10,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.13279,11.580727,3256
Freier Träger,Kinderhaus am Gärtnerplatz e.V.,HAUS_FUER_KINDER,Buttermelcherstraße,10,,80469,München,Ludwigvorstadt-Isarvorstadt,2,48.13212868,11.57784369,122159
Freier Träger,Kinderhaus Schwanthalerstraße 40,HAUS_FUER_KINDER,Schwanthalerstr.,40,,80336,München,Ludwigvorstadt-Isarvorstadt,2,48.137443,11.558314,3480
Freier Träger,Kinderhaus St. Anton,HAUS_FUER_KINDER,Thalkirchner Str.,86,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.12564265,11.56190369,10402
Freier Träger,Kinderhaus Volkstheater,HAUS_FUER_KINDER,Tumblingerstr.,29,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.12394442,11.55606052,35023
Freier Träger,Kinderhort Rima Baker,HORT,Schwanthalerstr.,80,,80336,München,Ludwigvorstadt-Isarvorstadt,2,48.137547,11.552718,3490
Freier Träger,Kinderkrippe an der Waltherstraße,KINDERKRIPPE,Waltherstr.,27,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.12868827,11.55948658,14632
Freier Träger,Kinderkrippe DPMA (im Deutschen Patent- und Markenamt),KINDERKRIPPE,Zweibrückenstr.,12,,80331,München,Ludwigvorstadt-Isarvorstadt,2,48.132412,11.584562,3236
Freier Träger,KinderKrippe KinderReich,KINDERKRIPPE,Kapuzinerstr.,10,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.127352,11.55709,2928
Freier Träger,Kinderkrippe Maistraße,KINDERKRIPPE,Maistr.,52,,80337,München,Ludwigvorstadt-Isarvorstadt,2,48.125915,11.561049,2862
Freier Träger,Kinderkrippe Merlin,KINDERKRIPPE,Bayerstr.,34,,80335,München,Ludwigvorstadt-Isarvorstadt,2,48.139008,11.549705,3558
