Trägerschaft,Name Einrichtung,Einrichtungsart,Straße,Haus-nr.,Hausnummernzusatz,PLZ,Ort,Stadtbezirk Name,Stadtbezirknr.,Geokoordinaten Breite,Geokoordinaten Länge,ID Einrichtung
LHM,Haus für Kinder Franz-Nißl-Str. 57,HAUS_FUER_KINDER,Franz-Nißl-Str.,57,,80999,München,Allach-Untermenzing,23,48.189691,11.4548284,18993
LHM,Haus für Kinder Georg-Reismüller-Str. 40,HAUS_FUER_KINDER,Georg-Reismüller-Str.,40,,80999,München,Allach-Untermenzing,23,48.19554671,11.46281336,19065
LHM,Haus für Kinder Martha-Näbauer-Platz 14,HAUS_FUER_KINDER,Martha-Näbauer-Pl.,14,,80997,München,Allach-Untermenzing,23,48.21074379,11.46453814,19625
LHM,Haus für Kinder Paul-Ehrlich-Weg 18,HAUS_FUER_KINDER,Paul-Ehrlich-Weg,18,,80999,München,Allach-Untermenzing,23,48.19453,11.45351,19795
LHM,Haus für Kinder Pfarrer-Grimm-Str. 5,HAUS_FUER_KINDER,Pfarrer-Grimm-Str.,5,,80999,München,Allach-Untermenzing,23,48.17949,11.4644,19835
LHM,Hort Manzostr. 79,HORT,Manzostr.,79,,80997,München,Allach-Untermenzing,23,48.18361,11.48324,19581
LHM,Hort Schöllstr. 17,HORT,Schöllstr.,17,,80999,München,Allach-Untermenzing,23,48.199718,11.460708,20109
LHM,Hort Zwiedineckstr. 31,HORT,Zwiedineckstr.,31,,80999,München,Allach-Untermenzing,23,48.1790667,11.4651765,20491
LHM,Kindergarten Gruithuisenstr. 8,KINDERGARTEN,Gruithuisenstr.,8,,80997,München,Allach-Untermenzing,23,48.18207,11.48366,19121
LHM,Kindergarten Höcherstr. 11,KINDERGARTEN,Höcherstr.,11,,80999,München,Allach-Untermenzing,23,48.19387,11.46035,19293
LHM,Kindergarten Pasinger Heuweg 58,KINDERGARTEN,Pasinger Heuweg,58,,80999,München,Allach-Untermenzing,23,48.18147,11.4496,19787
LHM,Regionalhort Kupfferstr. 5c,HORT,Kupfferstr.,5,c,80999,München,Allach-Untermenzing,23,48.198209,11.459222,19525
Freier Träger,Gruithuisenstrasse 22,KINDERKRIPPE,Gruithuisenstraße,22,,80997,München,Allach-Untermenzing,23,48.18291305,11.48358763,105189
Freier Träger,Haus für Kinder Allach,HAUS_FUER_KINDER,Am Münchfeld,55,,80999,München,Allach-Untermenzing,23,48.1955979,11.46490976,100850
Freier Träger,Haus für Kinder Maria Trost I,HAUS_FUER_KINDER,Rueßstr.,47,B,80997,München,Allach-Untermenzing,23,48.185653,11.480725,25785
Freier Träger,Integrationskindergarten Spielwerkstatt,KINDERGARTEN,Eversbuschstraße,155,,80999,München,Allach-Untermenzing,23,,,15035
Freier Träger,Integratives Haus für Kinder Maria Trost II,HAUS_FUER_KINDER,Rueßstr.,47,A,80997,München,Allach-Untermenzing,23,48.185653,11.480725,25791
Freier Träger,JULchen Allach,KINDERKRIPPE,Maria-Sibylla-Merian-Str.,6,,80999,München,Allach-Untermenzing,23,48.18705724,11.46754444,6785
Freier Träger,JUL gGmH Hort FiTKiZZ München-Allach,HORT,Georg-Reismüller-Straße,32,,80999,München,Allach-Untermenzing,23,48.19456513,11.46411499,100869
Freier Träger,Kindergarten St.Martin-Untermenzing,KINDERGARTEN,Kindergartenweg,4,,80999,München,Allach-Untermenzing,23,48.17878,11.462701,5006
Freier Träger,Kinder heute Kinderhaus MAN-Löwenkinder,HAUS_FUER_KINDER,Vogelloh,6,,80997,München,Allach-Untermenzing,23,48.21402601,11.46666743,78697
Freier Träger,Kinderkrippe Kiddie Haus,KINDERKRIPPE,Willi-Wien-Str.,28,,80999,München,Allach-Untermenzing,23,48.180633,11.467498,5058
Freier Träger,Kindertagesstätte Sternengarten,KINDERGARTEN,Bauschweg,2,,80999,München,Allach-Untermenzing,23,48.19107025,11.44982114,71837
Freier Träger,Kindertagesstätte Zauberflöte,HAUS_FUER_KINDER,Prießnitzstr.,4,,80999,München,Allach-Untermenzing,23,48.195847,11.460866,5262
Freier Träger,Kindervilla Kinderglück,HAUS_FUER_KINDER,Augustenfelder Str.,31,,80999,München,Allach-Untermenzing,23,48.20105,11.44653,834
Freier Träger,Kita Paula und Max - Krayweg,KINDERKRIPPE,Krayweg,8,,80999,München,Allach-Untermenzing,23,48.18783,11.44781,5184
Freier Träger,Kita Paula und Max - Lauthstrassse,KINDERKRIPPE,Lauthstr.,18,,80999,München,Allach-Untermenzing,23,48.1948932,11.4532086,846
Freier Träger,Kitarino Ganzenmüllerstraße 60,HAUS_FUER_KINDER,Ganzenmüllerstraße,60,,80999,München,Allach-Untermenzing,23,48.18078502,11.47089601,79503
Freier Träger,Kooperative Ganztagsbildung GS Theodor-Fischer-Straße 73,HORT,Theodor-Fischer-Str.,73,,80999,München,Allach-Untermenzing,23,48.18265548,11.44845835,14001
Freier Träger,KuKita Allach,KINDERKRIPPE,Vesaliusstr.,8,,80999,München,Allach-Untermenzing,23,48.189598,11.465602,5196
Freier Träger,Lila Lupi,KINDERKRIPPE,Löfflerstr.,1,,80999,München,Allach-Untermenzing,23,48.190705,11.466325,5206
Freier Träger,Lila Lupi Kindergarten mit Kinderkrippe,HAUS_FUER_KINDER,Vesaliusstr.,25,,80999,München,Allach-Untermenzing,23,48.18886,11.46227,872
Freier Träger,Lila Lupi Kindergarten mit Krippe Eversbuschstr. (HfK),HAUS_FUER_KINDER,Everbuschstr.,178,a,80999,München,Allach-Untermenzing,23,48.198898,11.458349,5292
Freier Träger,Maria Himmelfahrt München,KINDERGARTEN,Franz-Nißl-Str.,50,,80999,München,Allach-Untermenzing,23,48.19485668,11.46193962,25773
Freier Träger,Naturkindergarten Waldwichtl e.V.,HAUS_FUER_KINDER,Postfach,500667,,80976,München,Allach-Untermenzing,23,48.183691,11.48754,5124
Freier Träger,Theodor-Fischer-Str. 61,HAUS_FUER_KINDER,Theodor-Fischer-Str.,61,,80999,München,Allach-Untermenzing,23,,,22066
Freier Träger,Turbienchen e.V.,HAUS_FUER_KINDER,Dachauer Str.,665,,80995,München,Allach-Untermenzing,23,48.193487,11.498832,5230
Freier Träger,Unsere Champions Allach,KINDERKRIPPE,Eversbuschstr.,121,a,80999,München,Allach-Untermenzing,23,48.191709,11.459351,5218
Freier Träger,Villa Kunterbunt Untermenzing,KINDERKRIPPE,Manzostr.,37,,80997,München,Allach-Untermenzing,23,48.183475,11.478098,5112
Freier Träger,Von-Reuter-Strasse 3 a,KINDERKRIPPE,Von-Reuter-Straße,3,a,80997,München,Allach-Untermenzing,23,48.18247426,11.47516058,105093
LHM,Haus für Kinder Himbselstraße 1,HAUS_FUER_KINDER,Himbselstr.,1,,80538,München,Altstadt-Lehel,1,48.1437409,11.59175957,33765
LHM,Hort Herrnstr. 21,HORT,Herrnstr.,21,,80539,München,Altstadt-Lehel,1,48.13648166,11.58118266,25608
LHM,Kindergarten Blumenstr. 39,KINDERGARTEN,Blumenstr.,39,,80331,München,Altstadt-Lehel,1,48.13213,11.56895,18745
LHM,Kinderkrippe Robert-Koch-Str. 5,KINDERKRIPPE,Robert-Koch-Str.,5,,80538,München,Altstadt-Lehel,1,48.1397665,11.5899553,19967
Freier Träger,ABIkids,KINDERKRIPPE,Tal,43,,80331,München,Altstadt-Lehel,1,48.13547632,11.58175273,14636
Freier Träger,Alexander Moksel Kindergarten,KINDERGARTEN,St.-Jakobs-Pl.,18,,80331,München,Altstadt-Lehel,1,48.134812,11.572429,3370
Freier Träger,AWO-Kinderkrippe Lächelzwerge,KINDERKRIPPE,Bruderstr.,7,,80538,München,Altstadt-Lehel,1,48.142556,11.586286,3688
Freier Träger,Bambini Krippe am Englischen Garten,KINDERKRIPPE,Lerchenfeldstraße,11,,80538,München,Altstadt-Lehel,1,48.14694067,11.59313144,41042
Freier Träger,Die Theaterflöhe e.V.,KINDERKRIPPE,Platzl,7,,80331,München,Altstadt-Lehel,1,48.137998,11.580487,1348
Freier Träger,Glockenbachkinder e.V.,KINDERKRIPPE,Blumenstr.,7,,80331,München,Altstadt-Lehel,1,48.133582,11.573818,3310
Freier Träger,Haus für Kinder St. Anna im Lehel,HAUS_FUER_KINDER,Oettingenstr.,8,,80538,München,Altstadt-Lehel,1,48.142142,11.592023,3682
Freier Träger,Hort in der Glockenbachwerkstatt,HORT,Blumenstr.,7,,80331,München,Altstadt-Lehel,1,48.133573,11.573943,1312
Freier Träger,Kiga in der Glockenbachwerkstatt,KINDERGARTEN,Blumenstr.,7,,80331,München,Altstadt-Lehel,1,48.133582,11.573818,3314
Freier Träger,Kindergarten Liebigstr.,KINDERGARTEN,Liebigstraße,28,,80538,München,Altstadt-Lehel,1,48.14038924,11.59305174,63042
Freier Träger,Kindergarten St. Peter,KINDERGARTEN,Müllerstr.,48,,80469,München,Altstadt-Lehel,1,48.131497,11.56806,3158
Freier Träger,Kinder im Lehel e.V.,HAUS_FUER_KINDER,Oettingenstr.,42,,80538,München,Altstadt-Lehel,1,48.146246,11.593234,3860
Freier Träger,Kinderkrippe Reitmorzwerge,KINDERKRIPPE,Reitmorstr.,29,,80538,München,Altstadt-Lehel,1,48.141568,11.593174,3660
Freier Träger,Kinderkrippe St.-Anna-Str. 3,KINDERKRIPPE,St.-Anna-Str.,3,,80538,München,Altstadt-Lehel,1,,,5488
Freier Träger,KiTa München Kind Lehel,KINDERGARTEN,Steinsdorfstr.,10,,80538,München,Altstadt-Lehel,1,48.134569,11.586985,3348
Freier Träger,Konfetti e.V.,HAUS_FUER_KINDER,Angertorstr.,5,,80469,München,Altstadt-Lehel,1,48.131263,11.570122,3146
Freier Träger,Montessori Integrationskindergarten München-Ost MIMO e.V.,KINDERGARTEN,Emil-Riedel-Str.,1,,80538,München,Altstadt-Lehel,1,48.145748,11.593888,3826
Freier Träger,Münchner Kindl,HAUS_FUER_KINDER,Burgstr.,6,,80331,München,Altstadt-Lehel,1,48.137196,11.577398,1332
Freier Träger,Theresia-Gerhardinger-Kindergarten am Anger,KINDERGARTEN,Blumenstr.,26,,80331,München,Altstadt-Lehel,1,48.133011,11.57284,3264
Freier Träger,Villa Kunterbunt Sternchen,HAUS_FUER_KINDER,Sternstr.,16,,80538,München,Altstadt-Lehel,1,48.138977,11.590551,3554
Freier Träger,WEKITA Dianastraße,KINDERKRIPPE,Dianastraße,2,,80538,München,Altstadt-Lehel,1,48.14777563,11.59515974,40719
Freier Träger,Wichtel Akademie München-Lehel,HAUS_FUER_KINDER,Karl-Scharnagl-Ring,5,,80539,München,Altstadt-Lehel,1,48.139889,11.583673,3604
LHM,Haus für Kinder Aubinger Allee 88,HAUS_FUER_KINDER,Aubinger Allee,88,,81248,München,Aubing-Lochhausen-Langwied,22,48.14818976,11.40506488,22695
LHM,Haus für Kinder Clara-Schumann-Str. 18,HAUS_FUER_KINDER,Clara-Schumann-Str.,18,,81249,München,Aubing-Lochhausen-Langwied,22,48.138334,11.431875,18801
LHM,Haus für Kinder Colmdorfstr. 7,HAUS_FUER_KINDER,Colmdorfstr.,7,,81249,München,Aubing-Lochhausen-Langwied,22,48.154398,11.413598,18813
LHM,Haus für Kinder Freienfelsstr. 3,HAUS_FUER_KINDER,Freienfelsstr.,3,,81249,München,Aubing-Lochhausen-Langwied,22,48.15054,11.41878,19005
LHM,Haus für Kinder Fritz-Bauer-Str. 12,HAUS_FUER_KINDER,Fritz-Bauer-Str.,12,,81249,München,Aubing-Lochhausen-Langwied,22,48.140649,11.421345,19021
LHM,Haus für Kinder Konstanze-Vernon-Str. 23,HAUS_FUER_KINDER,Konstanze-Vernon-Str.,23,,81245,München,Aubing-Lochhausen-Langwied,22,48.1556314,11.4236149,19497
LHM,Haus für Kinder Margot-Hielscher-Str. 7,HAUS_FUER_KINDER,Margot-Hielscher-Str.,7,,81249,München,Aubing-Lochhausen-Langwied,22,48.17797527,11.40250684,21272
LHM,Haus für Kinder Schussenrieder Str. 5,HAUS_FUER_KINDER,Schussenrieder Str.,5,,81249,München,Aubing-Lochhausen-Langwied,22,48.180256,11.405318,20133
LHM,Haus für Kinder Schussenrieder Str. 5A,HAUS_FUER_KINDER,Schussenrieder Str.,5,a,81249,München,Aubing-Lochhausen-Langwied,22,48.17979,11.40441,20137
LHM,Haus für Kinder Ubostr. 23,HAUS_FUER_KINDER,Ubostr.,23,,81245,München,Aubing-Lochhausen-Langwied,22,48.1590713,11.41232036,20375
LHM,Haus für Kinder Wiesentfelser Str. 55,HAUS_FUER_KINDER,Wiesentfelser Str.,55,,81249,München,Aubing-Lochhausen-Langwied,22,48.14596,11.41219,20467
LHM,Hort Schubinweg 3,HORT,Schubinweg,3,,81249,München,Aubing-Lochhausen-Langwied,22,48.18066712,11.40431606,99934
LHM,Kindergarten Ehrenbürgstr. 33,KINDERGARTEN,Ehrenbürgstr.,33,,81249,München,Aubing-Lochhausen-Langwied,22,48.1445,11.41306,18893
LHM,Kindergarten Pretzfelder Str. 33,KINDERGARTEN,Pretzfelder Str.,33,,81249,München,Aubing-Lochhausen-Langwied,22,48.15364167,11.41379306,19867
LHM,Kindergarten Ravensburger Ring 39,KINDERGARTEN,Ravensburger Ring,39,,81243,München,Aubing-Lochhausen-Langwied,22,48.15228,11.44033,19911
LHM,Kindergarten Reichenaustr. 14,KINDERGARTEN,Reichenaustr.,14,,81243,München,Aubing-Lochhausen-Langwied,22,48.14663,11.43685,19915
LHM,Kindergarten Rienecker Str. 21,KINDERGARTEN,Rienecker Str.,21,,81249,München,Aubing-Lochhausen-Langwied,22,48.15296,11.41637,19951
LHM,Kinderkrippe Thuisbrunner Str. 24,KINDERKRIPPE,Thuisbrunner Str.,24,,81243,München,Aubing-Lochhausen-Langwied,22,48.14454,11.42827,20295
LHM,Kooperative Ganztagsbildung Ravensburger Ring,TAGESHEIM,Ravensburger Ring,37,,81243,München,Aubing-Lochhausen-Langwied,22,48.15205672,11.44024204,16698
LHM,TH Limesstr.38,TAGESHEIM,Limesstr.,38,,81243,München,Aubing-Lochhausen-Langwied,22,48.15077654,11.41990373,16565
Freier Träger,AWO-Kinderkrippe Freienfelsstraße,KINDERKRIPPE,Freienfelsstr.,1,,81249,München,Aubing-Lochhausen-Langwied,22,48.15089,11.41832,4070
Freier Träger,Caritas Haus für Kinder Fritz-Bauer-Straße,HAUS_FUER_KINDER,Fritz-Bauer-Str.,23,,81249,München,Aubing-Lochhausen-Langwied,22,48.139128,11.418764,3568
Freier Träger,Caritas Kinderkrippe Neuaubing,KINDERKRIPPE,Freienfelsstr.,35,,81249,München,Aubing-Lochhausen-Langwied,22,48.14783783,11.42023585,9429
Freier Träger,"Denk mit Kita München Aubing, Altostraße",HAUS_FUER_KINDER,Altostr.,43,,81245,München,Aubing-Lochhausen-Langwied,22,48.1623056,11.4136669,814
Freier Träger,Denk mit Kita München Freiham,HAUS_FUER_KINDER,Golo-Mann-Weg,21,,81248,München,Aubing-Lochhausen-Langwied,22,48.14449772,11.40838434,13365
Freier Träger,Die Ehrenbürger e.V.,HAUS_FUER_KINDER,Ehrenbürg,9,,81249,München,Aubing-Lochhausen-Langwied,22,48.14293,11.414188,3700
Freier Träger,"Espira Freiham, Albert-Camus-Str.",HAUS_FUER_KINDER,Albert-Camus-Str.,24,,81249,München,Aubing-Lochhausen-Langwied,22,,,10850
Freier Träger,Ev. Haus für Kinder Aubing,HAUS_FUER_KINDER,Freihamer Weg,126,,81249,München,Aubing-Lochhausen-Langwied,22,48.15561362,11.41191513,125669
Freier Träger,Haus für Kinder Aubing,HAUS_FUER_KINDER,Colmdorfstr.,46,,81249,München,Aubing-Lochhausen-Langwied,22,48.154357,11.413235,4262
Freier Träger,Haus für Kinder Freihamer Weg,HAUS_FUER_KINDER,Freihamer Weg,126,,81249,München,Aubing-Lochhausen-Langwied,22,48.156045,11.40979,4336
Freier Träger,Haus für Kinder Hans-Clarin-Weg,HAUS_FUER_KINDER,Hans-Clarin-Weg,10,,81248,München,Aubing-Lochhausen-Langwied,22,48.1464765,11.40774375,61204
Freier Träger,HfK Freiham II WA 15 Annemarie-Renger-Str.,HAUS_FUER_KINDER,Annemarie-Renger-Str.,33,,81249,München,Aubing-Lochhausen-Langwied,22,,,15019
Freier Träger,HfK Mainaustraße,HAUS_FUER_KINDER,Mainaustr.,6,,81243,München,Aubing-Lochhausen-Langwied,22,48.14517338,11.43513497,8014
Freier Träger,HfK Radolfzeller Straße 11a,HAUS_FUER_KINDER,Radolfzeller Str.,11,a,81243,München,Aubing-Lochhausen-Langwied,22,,,8402
Freier Träger,Infanterix Aubing,HAUS_FUER_KINDER,Industriestr.,28,,81245,München,Aubing-Lochhausen-Langwied,22,48.158314,11.418504,818
Freier Träger,Infanterix Aubing 2,HAUS_FUER_KINDER,Kronwinkler Str.,24,,81245,München,Aubing-Lochhausen-Langwied,22,48.15946,11.42473,828
Freier Träger,Infanterix Freiham,HAUS_FUER_KINDER,Otto-Meitinger-Str.,5,,81248,München,Aubing-Lochhausen-Langwied,22,48.14987974,11.40718373,6420
Freier Träger,Infanterix Freiham 2,HAUS_FUER_KINDER,Christel-Sembach-Krone-Str.,2,,81248,München,Aubing-Lochhausen-Langwied,22,48.1513392,11.40782488,9329
Freier Träger,Integratives Haus für Kinder Aubinger Allee 19,HAUS_FUER_KINDER,Aubinger Allee,19,,81249,München,Aubing-Lochhausen-Langwied,22,,,9827
Freier Träger,Isarkinder-Haus für Kinder,HAUS_FUER_KINDER,Marianne-Hoppe-Straße,5,,81249,München,Aubing-Lochhausen-Langwied,22,48.17669997,11.40326507,120474
Freier Träger,Isarkinder München e. V. HfK Ilse-Fehling-Straße 37,HAUS_FUER_KINDER,Ilse-Fehling-Straße,37,,81245,München,Aubing-Lochhausen-Langwied,22,48.15522951,11.42821379,100916
Freier Träger,Kath. Kindergarten St.Lukas,KINDERGARTEN,Aubinger Straße,63,c,81243,München,Aubing-Lochhausen-Langwied,22,48.14949193,11.43753757,50432
Freier Träger,Kath. Kindergarten St. Markus,KINDERGARTEN,Wiesentfelser Straße,51,,81249,München,Aubing-Lochhausen-Langwied,22,48.14521745,11.41481852,50443
Freier Träger,Kath. Kindergarten St. Quirin,KINDERGARTEN,Ubostraße,3,,81245,München,Aubing-Lochhausen-Langwied,22,48.15638154,11.41522783,50427
Freier Träger,Kinderhaus Lochhausen e.V.,HAUS_FUER_KINDER,Ziegeleistr.,10,,81249,München,Aubing-Lochhausen-Langwied,22,48.175259,11.403601,4948
Freier Träger,Kinderkrippe Kastelburgstraße,KINDERKRIPPE,Kastelburgstr.,80,,81245,München,Aubing-Lochhausen-Langwied,22,48.158027,11.421293,824
Freier Träger,Kinderkrippe Krabbeleck,KINDERKRIPPE,Limesstr.,56,A,81243,München,Aubing-Lochhausen-Langwied,22,48.147729,11.421345,50497
Freier Träger,Kinderkrippe Rassogasse,KINDERKRIPPE,Rassogasse,7,,81245,München,Aubing-Lochhausen-Langwied,22,48.160712,11.413911,4484
Freier Träger,Kinderkrippe Waldblume,KINDERKRIPPE,Lochhausener Straße,250,,81249,München,Aubing-Lochhausen-Langwied,22,48.17998001,11.39820477,87607
Freier Träger,Kindertageseinrichtung Schubidu,HAUS_FUER_KINDER,Schubinweg,18,,81249,München,Aubing-Lochhausen-Langwied,22,48.183758,11.395188,5128
Freier Träger,Kita Biberbau,HAUS_FUER_KINDER,Aubinger Allee,110,,81248,München,Aubing-Lochhausen-Langwied,22,48.14968308,11.4053761,9795
Freier Träger,Kita Luna Aubing,HAUS_FUER_KINDER,Aubing-Ost-Str.,66,,81245,München,Aubing-Lochhausen-Langwied,22,48.15731,11.42698,4400
Freier Träger,Kita Luna Aubing II,HAUS_FUER_KINDER,Roggensteiner Weg,1,a,81249,München,Aubing-Lochhausen-Langwied,22,48.170235,11.413135,4842
Freier Träger,KoGa Aubinger Allee,HORT,Aubinger Allee,152,,81249,München,Aubing-Lochhausen-Langwied,22,48.15272545,11.40696093,34072
Freier Träger,Kooperative Ganztagsbildung an der Grundschule Freiham,HORT,Helmut-Schmidt-Allee,45,,81248,München,Aubing-Lochhausen-Langwied,22,48.14171963,11.40448568,125706
Freier Träger,Kooperative Ganztagsbildung an der GS Helmut-Schmidt-Allee,HORT,Helmut-Schmidt-Allee,45,,81249,München,Aubing-Lochhausen-Langwied,22,48.14273,11.40948,3696
Freier Träger,Kooperative Ganztagsbildung Aubinger Allee,HORT,Aubinger Allee,152,,81248,München,Aubing-Lochhausen-Langwied,22,48.15272545,11.40696093,125641
Freier Träger,Kooperative Ganztagsbildung für Grundschulkinder,HORT,Gustl-Bayrhammer-Str.,21,,81248,München,Aubing-Lochhausen-Langwied,22,48.147737,11.408585,3948
Freier Träger,Korbmacherweg 20,HAUS_FUER_KINDER,Korbmacherweg,20,,81249,München,Aubing-Lochhausen-Langwied,22,48.17526968,11.41645169,38920
Freier Träger,Lumberjack,KINDERGARTEN,Bienenheimstr.,11,,81249,München,Aubing-Lochhausen-Langwied,22,48.1638097,11.3901643,802
Freier Träger,Minihaus München-Freiham,HAUS_FUER_KINDER,Marie-Luise-Jahn-Str.,3,,81248,München,Aubing-Lochhausen-Langwied,22,48.14849687,11.40848747,8945
Freier Träger,Montessori Kinderhaus,KINDERGARTEN,Limesstr.,1,,81243,München,Aubing-Lochhausen-Langwied,22,48.154826,11.417919,4292
Freier Träger,SOS KinderTagesZentrum Neuaubing,HAUS_FUER_KINDER,Annemarie-Renger-Straße,7,,81248,München,Aubing-Lochhausen-Langwied,22,48.14465457,11.40545547,120993
Freier Träger,Unsere Champions Freiham 1,KINDERKRIPPE,Hans-Stützle-Str.,20,,81249,München,Aubing-Lochhausen-Langwied,22,48.1388129,11.4112357,810
Freier Träger,Unsere Champions Hans-Stützle-Str. 27,HAUS_FUER_KINDER,Hans-Stützle-Str.,27,,81249,München,Aubing-Lochhausen-Langwied,22,48.139825,11.41068,3588
Freier Träger,Villa Hand in Hand,KINDERGARTEN,Altostr.,35,,81245,München,Aubing-Lochhausen-Langwied,22,48.161413,11.414143,4500
Freier Träger,Waldkindergarten Aubinger Lohe e.V.,HAUS_FUER_KINDER,Ziegeleistr.,10,,81249,München,Aubing-Lochhausen-Langwied,22,48.175259,11.403601,4954
Freier Träger,Wiesentfelser Str. 84,HAUS_FUER_KINDER,Wiesentfelser Str.,84,,81248,München,Aubing-Lochhausen-Langwied,22,,,22710
Freier Träger,WUMS e.V.,HAUS_FUER_KINDER,Altostr.,35,,81245,München,Aubing-Lochhausen-Langwied,22,48.161413,11.414143,4504
Freier Träger,Wurzelzwerge e.V.,HAUS_FUER_KINDER,Limesstr.,28,A,81243,München,Aubing-Lochhausen-Langwied,22,48.152433,11.419554,4158
LHM,Haus für Kinder Einsteinstr. 120,HAUS_FUER_KINDER,Einsteinstr.,120,,81675,München,Au-Haidhausen,5,48.13641,11.61172,18897
LHM,Haus für Kinder Flurstr. 8 / Kuglerstr. 13 / Flurstr. 4,HAUS_FUER_KINDER,Flurstr.,8,/4,81675,München,Au-Haidhausen,5,48.1336,11.6051,18985
LHM,Haus für Kinder Gallmayerstr. 10A,HAUS_FUER_KINDER,Gallmayerstr.,10,a,81669,München,Au-Haidhausen,5,48.12816,11.59227,19045
LHM,Haus für Kinder Kolumbusstr. 40,HAUS_FUER_KINDER,Kolumbusstr.,40,,81543,München,Au-Haidhausen,5,48.11943,11.57647,19489
LHM,Haus für Kinder Preysingstr. 62,HAUS_FUER_KINDER,Preysingstr.,62,,81667,München,Au-Haidhausen,5,48.13211,11.59997,19871
LHM,Haus für Kinder Welfenstr. 102,HAUS_FUER_KINDER,Welfenstr.,102,,81541,München,Au-Haidhausen,5,48.12278,11.592786,20443
LHM,Kindergarten Bazeillesstr. 6,KINDERGARTEN,Bazeillesstr.,6,,81669,München,Au-Haidhausen,5,48.125506,11.596257,18709
LHM,Kindergarten Falkenstr. 47,KINDERGARTEN,Falkenstr.,47,,81541,München,Au-Haidhausen,5,48.12059,11.57669,18921
LHM,Kindergarten Herrnstr. 19A (Auslagerung Kellerstr. 8),KINDERGARTEN,Kellerstr.,8,,81667,München,Au-Haidhausen,5,48.13144285,11.5924059,19253
LHM,Kindergarten Kirchenstr. 17A,KINDERGARTEN,Kirchenstr.,17,a,81675,München,Au-Haidhausen,5,48.13497,11.60067,19449
LHM,Kindergarten Kuglerstr. 13,KINDERGARTEN,Kuglerstr.,13,,81675,München,Au-Haidhausen,5,48.1366,11.605,19517
LHM,Kindergarten Mariahilfpl. 17A,KINDERGARTEN,Mariahilfpl.,17,a,81541,München,Au-Haidhausen,5,48.12454243,11.58229316,19597
LHM,Kindergarten Mariahilfplatz 17B,KINDERGARTEN,Mariahilfpl.,17,b,81541,München,Au-Haidhausen,5,48.124258,11.582687,19605
LHM,Kindergarten Sankt-Wolfgangs-Platz 9A,KINDERGARTEN,St.-Wolfgangs-Pl.,9,a,81669,München,Au-Haidhausen,5,48.12519,11.59454,20203
LHM,Kinderkrippe Flurstr. 12,KINDERKRIPPE,Flurstr.,12,,81675,München,Au-Haidhausen,5,48.13439,11.60539,18973
LHM,Kinderkrippe Kirchenstr. 22,KINDERKRIPPE,Kirchenstr.,22,,81675,München,Au-Haidhausen,5,48.13377,11.60122,19453
LHM,Kinderkrippe Weißenburger Strasse 10,KINDERKRIPPE,Weißenburger Str.,10,,81667,München,Au-Haidhausen,5,48.1283267,11.5955453,20439
LHM,Kooperative Ganztagsbildung Mariahilfplatz 18,HORT,Mariahilfpl.,18,,81541,München,Au-Haidhausen,5,48.12467356,11.58205177,25610
LHM,TH Bazeillesstraße 8,TAGESHEIM,Bazeillesstr.,8,,81669,München,Au-Haidhausen,5,48.12558038,11.59662107,16467
LHM,TH Hochstr.31,TAGESHEIM,Hochstr.,31,,81669,München,Au-Haidhausen,5,48.12602462,11.58706876,17722
LHM,TH Kirchenstr.11,TAGESHEIM,Kirchenstr.,11,,81675,München,Au-Haidhausen,5,48.13454509,11.59973059,17790
Freier Träger,Atelier la Vie – Haus für Kinder,HAUS_FUER_KINDER,Wörthstr.,7,,81667,München,Au-Haidhausen,5,48.131692,11.598518,3184
Freier Träger,Auenkinder e.V.,HAUS_FUER_KINDER,Senftlstr.,9,,81541,München,Au-Haidhausen,5,48.12239,11.588456,2664
Freier Träger,Auer Kindernest e.V.,HAUS_FUER_KINDER,Asamstr.,6,,81541,München,Au-Haidhausen,5,48.12526,11.578565,2820
Freier Träger,Baobab e.V.,HAUS_FUER_KINDER,Zeppelinstr.,69,,81669,München,Au-Haidhausen,5,48.130049,11.586082,3112
Freier Träger,Bärenhaus e.V.,HAUS_FUER_KINDER,Milchstr.,16,,81667,München,Au-Haidhausen,5,48.131766,11.597404,3188
Freier Träger,Bärenhort e.V.,HORT,Flurstr.,2,,81675,München,Au-Haidhausen,5,48.13329,11.605068,3280
Freier Träger,Betriebskindergarten Klinikum rechts der Isar,HAUS_FUER_KINDER,Trogerstr.,20,,81675,München,Au-Haidhausen,5,48.137799,11.601934,3530
Freier Träger,Caritas Kindergarten Orleansstraße,HAUS_FUER_KINDER,Orleansstr.,11,C,81669,München,Au-Haidhausen,5,48.12488,11.598761,2814
Freier Träger,Denk mit Kita München Haidhausen,HAUS_FUER_KINDER,Versailler Str.,18,d,81677,München,Au-Haidhausen,5,48.1377653,11.6080213,3526
Freier Träger,Die Gartenzwerge e.V.,HAUS_FUER_KINDER,Wörthstrasse,20,,81667,München,Au-Haidhausen,5,48.13035,11.600082,3124
Freier Träger,Die Seepferdchen r24,KINDERKRIPPE,Rablstr.,24,,81669,München,Au-Haidhausen,5,48.127288,11.592196,2924
Freier Träger,Einstein Kidz 2,KINDERKRIPPE,Sedanstr.,10,,81667,München,Au-Haidhausen,5,48.13036669,11.59726198,10498
Freier Träger,Einsteins-Kinder,HORT,Einsteinstr.,112,,81675,München,Au-Haidhausen,5,48.136371,11.61004,3436
